Name,Categorical
การเพิ่มประสิทธิภาพการทำงานด้วยปัญญาประดิษฐ์ ,คอมพิวเตอร์และเทคโนโลยี
การออกแบบและพัฒนาสิ่งแวดล้อมทางการเรียนรู้สำหรับการเรียนรู้ยุคใหม่,การศึกษาและการฝึกอบรม
ภาษาอังกฤษเพื่อการสื่อสาร ,ภาษาและการสื่อสาร
วิทยาการข้อมูล ,คอมพิวเตอร์และเทคโนโลยี
การจัดการวัฒนธรรมเพื่อการท่องเที่ยว ,ศิลปวัฒนธรรมและศาสนา
เทคนิคการถ่ายภาพในแบบสื่อสาธารณะ ,ทักษะชีวิตและการพัฒนาตนเอง
การสร้างต้นแบบโมเดลธุรกิจอย่างมืออาชีพ ,ธุรกิจและการบริหารจัดการ
ความรู้เกี่ยวกับกระบวนการยุติธรรมทางอาญาในการดำเนินคดีทุจริตและประพฤติมิชอบ ,สังคม การเมืองการปกครอง
การประยุกต์ใช้ไอโอทีสำหรับธุรกิจ ,คอมพิวเตอร์และเทคโนโลยี
การสร้างเครือข่ายด้วยการสื่อสารผ่านสื่อสังคมออนไลน์ ,คอมพิวเตอร์และเทคโนโลยี
โปรแกรมคอมพิวเตอร์และขั้นตอนวิธีทางคอมพิวเตอร์ ,คอมพิวเตอร์และเทคโนโลยี
จริยธรรมการใช้เทคโนโลยีสารสนเทศ ,คอมพิวเตอร์และเทคโนโลยี
การคิดสร้างสรรค์เพื่อการพัฒนาตนเอง ,ทักษะชีวิตและการพัฒนาตนเอง
ประวัติศาสตร์ยุโรป ,สังคม การเมืองการปกครอง
เทคโนโลยีซ่อมบำรุงโรงงาน ,คณิตศาสตร์และวิทยาศาสตร์
การคิดสร้างสรรค์ ,ทักษะชีวิตและการพัฒนาตนเอง
การจัดการสารสนเทศสำนักงาน ,ธุรกิจและการบริหารจัดการ
จิตวิทยาพัฒนาการวัยรุ่น ,สุขภาพและการแพทย์
การพัฒนาสมรรถนะครูในยุคดิจิทัล ,การศึกษาและการฝึกอบรม
ภาษาเกาหลี ระดับกลาง 2 ,ภาษาและการสื่อสาร
นวัตกรรมการเรียนรู้ในงานอาชีวศึกษา ,คอมพิวเตอร์และเทคโนโลยี
นวัตกรรมและเทคโนโลยีสารสนเทศเพื่อการเรียนรู้,คอมพิวเตอร์และเทคโนโลยี
การสร้างเว็บไซต์พาณิชย์อิเล็กทรอนิกส์ ตอบโจทย์ธุรกิจออนไลน์ ,คอมพิวเตอร์และเทคโนโลยี
ทักษะนักข่าวในยุคดิจิทัล ,ภาษาและการสื่อสาร
การเรียนรู้บอร์ดอาร์ดุยโน่ด้วยโปรแกรม Tinkercad สำหรับระบบฟาร์มอัจฉริยะ ,คอมพิวเตอร์และเทคโนโลยี
เศรษฐศาสตร์ตลาดการเงิน ,ธุรกิจและการบริหารจัดการ
การตรวจมะเร็งในช่องปากด้วยตนเอง ,สุขภาพและการแพทย์
สื่อพลเมือง ,ทักษะชีวิตและการพัฒนาตนเอง
การดูแลผู้สูงอายุ 1 ,สุขภาพและการแพทย์
การสร้างนวัตกรรมทางการศึกษาด้วยเทคโนโลยี Augmented Reality ,คอมพิวเตอร์และเทคโนโลยี
Data + AI for Communication: การใช้ข้อมูลและปัญญาประดิษฐ์สำหรับวิสาหกิจขนาดกลางและขนาดย่อม ,ธุรกิจและการบริหารจัดการ
การส่งเสริมสุขภาพจิตผู้สูงอายุด้วยเทคนิคแบบบูรณาการสำหรับผู้ดูแลผู้สูงอายุ ,สุขภาพและการแพทย์
โลจิสติกส์และโซ่อุปทานเบื้องต้น ,ธุรกิจและการบริหารจัดการ
ปศุสัตว์สร้างอาชีพ ,เกษตรและสิ่งแวดล้อม
การแปรรูปอาหาร ,ทักษะชีวิตและการพัฒนาตนเอง
สิทธิมนุษยชนในกระบวนการยุติธรรม ,สังคม การเมืองการปกครอง
คอมพิวเตอร์เพื่อการพูดและการนำเสนอ ,คอมพิวเตอร์และเทคโนโลยี
อนามัยสิ่งแวดล้อมพื้นฐาน ,สุขภาพและการแพทย์
การปลูกพืชเบื้องต้น ,เกษตรและสิ่งแวดล้อม
พื้นฐานนักออกแบบแฟชั่นสำหรับชุมชน ,ทักษะชีวิตและการพัฒนาตนเอง
การจัดการเลี้ยงดูสัตว์เลี้ยงสวยงาม ,เกษตรและสิ่งแวดล้อม
Online Classroom ห้องเรียนยุคใหม่ ,การศึกษาและการฝึกอบรม
ภาษาอังกฤษพื้นฐาน ,ภาษาและการสื่อสาร
เทคโนโลยีเสริมการสอน ในยุค Digital ,การศึกษาและการฝึกอบรม
การถ่ายภาพบุคคล ,ทักษะชีวิตและการพัฒนาตนเอง
จริยธรรมและวิชาชีพสื่อมวลชน ,ทักษะชีวิตและการพัฒนาตนเอง
Data + AI for Communication: เครื่องมือปัญญาประดิษฐ์สำหรับวิเคราะห์ข้อมูลพฤติกรรมผู้บริโภคเชิงลึก ,ธุรกิจและการบริหารจัดการ
สาธารณสุขสร้างสุขชุมชน ,สุขภาพและการแพทย์
ระบบเครือข่ายคอมพิวเตอร์ขั้นพื้นฐาน ,คอมพิวเตอร์และเทคโนโลยี
Data + AI for Communication: PDPA การคุ้มครองข้อมูลส่วนบุคคล เตรียมความพร้อมเพื่อโอกาสทางธุรกิจ ,ธุรกิจและการบริหารจัดการ
ภาษาอังกฤษสำหรับธุรกิจโรงแรม ,ธุรกิจและการบริหารจัดการ
การตลาดท่องเที่ยวอย่างรับผิดชอบ ,ธุรกิจและการบริหารจัดการ
ไพธอนพื้นฐานสำหรับผู้เริ่มต้น ,คอมพิวเตอร์และเทคโนโลยี
การวิเคราะห์เชิงลึกอภิมหาข้อมูล ,คอมพิวเตอร์และเทคโนโลยี
การออกแบบและสร้างสื่อ Interactive เพื่อการเรียนการสอนบน Smartphone,การศึกษาและการฝึกอบรม
ภาษาอังกฤษสำหรับนักคอมพิวเตอร์ ,ภาษาและการสื่อสาร
องค์การแห่งการเรียนรู้ ,การศึกษาและการฝึกอบรม
การออกแบบองค์กรดิจิทัล ,คอมพิวเตอร์และเทคโนโลยี
ความร่วมมือในการรักษาด้วยยา ,สุขภาพและการแพทย์
ยุทธศาสตร์ชาติและการนำไปสู่การปฏิบัติ ,สังคม การเมืองการปกครอง
เภสัชบำบัดในโรคไตเรื้อรัง ,สุขภาพและการแพทย์
การผลิตสื่อโฆษณาที่ปลอดภัยและสร้างสรรค์ : ความคาดหวังของสังคมต่อโฆษณา ,ธุรกิจและการบริหารจัดการ
เทคนิคการเล่นเทนนิสเบื้องต้น ,การศึกษาและการฝึกอบรม
ความรู้เกี่ยวกับการดำเนินคดีแพ่งให้หน่วยงานของรัฐ ,สังคม การเมืองการปกครอง
วิทยาการข้อมูลเบื้องต้น ,คอมพิวเตอร์และเทคโนโลยี
การเรียนรู้ออนไลน์ด้านเอชไอวี/เอดส์ สำหรับเจ้าหน้าที่ภาคสนามและแกนนำ เพื่อเข้าถึงกลุ่ม MSM/TG,สุขภาพและการแพทย์
โปรแกรมไพทอนสำหรับวิทยาการข้อมูล ,คอมพิวเตอร์และเทคโนโลยี
ภาษาอังกฤษสำหรับเภสัชกร ,สุขภาพและการแพทย์
มวยไทยขั้นพื้นฐาน ,ศิลปวัฒนธรรมและศาสนา
การเตรียมพร้อมเข้าสู่วัยผู้สูงอายุ ,ทักษะชีวิตและการพัฒนาตนเอง
เคมีทั่วไป (General Chemistry),คณิตศาสตร์และวิทยาศาสตร์
การต้อนรับผู้มาเยือนบนเรือสำหรับเจ้าหน้าที่ประจำเรือ ,ภาษาและการสื่อสาร
เทคโนโลยีสารสนเทศสำหรับปัจจุบันและอนาคต ,คอมพิวเตอร์และเทคโนโลยี
เป้าหมายการพัฒนาที่ยั่งยืนของสหประชาชาติ และการนำไปใช้ปฏิบัติกับองค์กรภาคธุรกิจ ,ธุรกิจและการบริหารจัดการ
ดูแลใส่ใจวัยสูงอายุ ,สุขภาพและการแพทย์
การออกแบบรายวิชา Thai MOOC ,การศึกษาและการฝึกอบรม
การดูแลสุขวิทยาส่วนบุคคลและการเคลื่อนย้ายผู้สูงอายุสำหรับผู้ดูแลผู้สูงอายุ ,สุขภาพและการแพทย์
การแสดงและกำกับการแสดง ,ศิลปวัฒนธรรมและศาสนา
การจัดการการเปลี่ยนแปลงมิติด้านการบริหารและการจัดการภาครัฐ ,สังคม การเมืองการปกครอง
กลยุทธ์ต้นทุนพิชิตกําไร ,ธุรกิจและการบริหารจัดการ
Google Tools เพื่อการพัฒนางาน ,คอมพิวเตอร์และเทคโนโลยี
เทคนิคการวิเคราะห์เบื้องต้น (ตอนที่ 2) ,คณิตศาสตร์และวิทยาศาสตร์
ทักษะคอมพิวเตอร์และเทคโนโลยีสารสนเทศและการสื่อสาร,คอมพิวเตอร์และเทคโนโลยี
Young Smart Farmer ยุคไทยแลนด์ 4.0 ,เกษตรและสิ่งแวดล้อม
สุขภาวะกายและจิต ,สุขภาพและการแพทย์
การสาธารณสุขพื้นฐาน ,สุขภาพและการแพทย์
การเลี้ยงสัตว์เบื้องต้น ,เกษตรและสิ่งแวดล้อม
การคิดเชิงระบบ ,ทักษะชีวิตและการพัฒนาตนเอง
การท่องเที่ยวโดยชุมชน ,ธุรกิจและการบริหารจัดการ
เทคโนโลยีขับเคลื่อนครัวโลก ,คอมพิวเตอร์และเทคโนโลยี
สร้างแบรนด์ดีด้วย R.I.C.H. ,ทักษะชีวิตและการพัฒนาตนเอง
การออกแบบและผลิตรายวิชา MOOC ,การศึกษาและการฝึกอบรม
การเรียนรู้ตามรอยพระยุคลบาท ,สังคม การเมืองการปกครอง
การบริหารค่าตอบแทน ,ธุรกิจและการบริหารจัดการ
การแสวงหาความรู้สำหรับผู้เรียนในศตวรรษที่ 21 (Knowledge Inquiry for development the 21st Century Skills),คอมพิวเตอร์และเทคโนโลยี
เทคโนโลยีทางภาพถ่ายเพื่อสื่อสารการศึกษา ,คอมพิวเตอร์และเทคโนโลยี
สื่อสารด้วยภาษากัมพูชาง่ายนิดเดียว ,ภาษาและการสื่อสาร
สร้างสรรค์สื่อวีดิทัศน์ยุคใหม่ ,คณิตศาสตร์และวิทยาศาสตร์
การเลี้ยงผึ้งชันโรง ,เกษตรและสิ่งแวดล้อม
เขียนแบบสถาปัตยกรรม ,การศึกษาและการฝึกอบรม
การผลิตสื่อโฆษณาที่ปลอดภัยและสร้างสรรค์ : โฆษณาสร้างสรรค์ ,ธุรกิจและการบริหารจัดการ
การใช้สื่อออนไลน์ในฐานะพลเมืองดิจิทัล (สำหรับคนหูหนวก),คอมพิวเตอร์และเทคโนโลยี
จริยธรรมทางธุรกิจ ,ธุรกิจและการบริหารจัดการ
การถ่ายภาพขั้นสูงเพื่องานโฆษณา ,ธุรกิจและการบริหารจัดการ
ภาษามลายูเพื่อการสื่อสาร ,ภาษาและการสื่อสาร
"ภูมิปัญญาท้องถิ่น ""ว่าวเบอร์อามัส"" ",ศิลปวัฒนธรรมและศาสนา
การพยาบาลพื้นฐาน ,สุขภาพและการแพทย์
การถ่ายภาพขั้นสูง ,การศึกษาและการฝึกอบรม
คอมพิวเตอร์สารสนเทศขั้นพื้นฐาน ,การศึกษาและการฝึกอบรม
ปริมาณสารสัมพันธ์ ,คณิตศาสตร์และวิทยาศาสตร์
การป้องกันภาวะสมองเสื่อม ,สุขภาพและการแพทย์
การผลิตรายการโทรทัศน์ ,คอมพิวเตอร์และเทคโนโลยี
การสร้างทีมงานเพื่อพัฒนางานแบบมืออาชีพ ,ธุรกิจและการบริหารจัดการ
จลนพลศาสตร์และการออกแบบเครื่องปฏิกรณ์ทางวิศวกรรมเคมี ,วิศวกรรมและสถาปัตยกรรม
ปัญญาประดิษฐ์ทางการศึกษา ,คณิตศาสตร์และวิทยาศาสตร์
เศรษฐกิจพอเพียง ,ทักษะชีวิตและการพัฒนาตนเอง
พลวัตการเรียนรู้กับการสร้างค่านิยม ,การศึกษาและการฝึกอบรม
วิกฤตการณ์โลกร้อนและการแก้ปัญหา ,คณิตศาสตร์และวิทยาศาสตร์
ชุมชนไอดอล ,สังคม การเมืองการปกครอง
การใช้เทคโนโลยีดิจิทัลเพื่อการติดต่อสื่อสารและการสร้างสรรค์งานสำหรับผู้ดูแลผู้สูงอายุ ,ทักษะชีวิตและการพัฒนาตนเอง
การผ่าตัดแบบแผลเล็ก ,สุขภาพและการแพทย์
การรู้เทคโนโลยีสารสนเทศ ,คอมพิวเตอร์และเทคโนโลยี
หมากล้อมกับการพัฒนาความคิดทางธุรกิจ ,ธุรกิจและการบริหารจัดการ
ก้าวสู่การเป็นนักวิเคราะห์และออกแบบระบบมืออาชีพ ,คอมพิวเตอร์และเทคโนโลยี
การใช้ Google App for Education สำหรับการจัดการห้องเรียน ,คอมพิวเตอร์และเทคโนโลยี
เทคโนโลยีกับการเรียนรู้ของเกษตรกรดิจิทัล ,คอมพิวเตอร์และเทคโนโลยี
การทำงานร่วมกันแบบออนไลน์ด้วย กูเกิลด็อก กูเกิลชีท กูเกิลสไลด์ ,การศึกษาและการฝึกอบรม
การพัฒนาเส้นทางการท่องเที่ยวเชิงสร้างสรรค์ ,ทักษะชีวิตและการพัฒนาตนเอง
เทคนิควิธีการจัดการเรียนรู้,การศึกษาและการฝึกอบรม
การจัดการเรียนรู้เสริมภาษาอังกฤษด้วยเกมออนไลน์ ,ภาษาและการสื่อสาร
หลักการใช้ภาษาไทยสำหรับครู ,ภาษาและการสื่อสาร
ภูมิปัญญาไทยกับการดูแลผู้สูงอายุสำหรับผู้ดูแลผู้สูงอายุ ,สุขภาพและการแพทย์
ระบบสารสนเทศกับการจัดการความรู้ในยุคดิจิทัล ,การศึกษาและการฝึกอบรม
ทักษะการเขียนโปรแกรมคอมพิวเตอร์ด้วยภาษาซี ,คอมพิวเตอร์และเทคโนโลยี
ปัญญาประดิษฐ์เพื่องานธุรกิจ ,คณิตศาสตร์และวิทยาศาสตร์
การสืบค้นข้อมูลเพื่อการค้นคว้าและเขียนรายงาน ,คอมพิวเตอร์และเทคโนโลยี
การเปลี่ยนผ่านการเงินดิจิทัล ,ธุรกิจและการบริหารจัดการ
การเป็นผู้ประกอบการในศตวรรษที่ 21 ,ธุรกิจและการบริหารจัดการ
เทคโนโลยีสารสนเทศและการสื่อสารเพื่อการศึกษา ,คอมพิวเตอร์และเทคโนโลยี
การเตรียมสอบประกาศนียบัตร MOS : MS Excel 2013 ,คอมพิวเตอร์และเทคโนโลยี
สหกิจศึกษากับการพัฒนาทักษะการทำงานในศตวรรษที่ 21 ,ทักษะชีวิตและการพัฒนาตนเอง
ทักษะทางสังคม ,ทักษะชีวิตและการพัฒนาตนเอง
Data + AI for Communication: Chatbot โดยไม่ต้องเขียนโปรแกรม ,ธุรกิจและการบริหารจัดการ
การจัดการเรียนรู้วิชาวิทยาศาสตร์แบบสะเต็มศึกษา ,คณิตศาสตร์และวิทยาศาสตร์
ทบทวนความรู้ ไมโครซอฟท์ เอ็กซ์เซลล์ เพื่อการทดสอบโดย Microsoft Office Specialist (MOS) Certificate ,คอมพิวเตอร์และเทคโนโลยี
ภาษาอังกฤษสู่โลกกว้าง ,ภาษาและการสื่อสาร
การคิดแก้ปัญหาเชิงสร้างสรรค์ ,ทักษะชีวิตและการพัฒนาตนเอง
กลยุทธ์การบริหารร้านค้าปลีกอย่างมืออาชีพ ,ธุรกิจและการบริหารจัดการ
สตาร์ทอัพ มุ่งสู่ฝัน ,ธุรกิจและการบริหารจัดการ
การบริหารความเสี่ยงดิจิทัล ,ธุรกิจและการบริหารจัดการ
แนวทางเวชปฏิบัติโรคพิษสุนัขบ้า ,สุขภาพและการแพทย์
การสร้างและจัดการรายวิชา MOOC (StudioX-Thai),การศึกษาและการฝึกอบรม
โลจิสติกส์และธุรกิจระหว่างประเทศเบื้องต้น ,ธุรกิจและการบริหารจัดการ
แคลคูลัสสำหรับวิศวกร ,วิศวกรรมและสถาปัตยกรรม
หลักเกณฑ์วิธีการที่ดีในการผลิตอาหาร ,ธุรกิจและการบริหารจัดการ
การดูแลโภชนาการอย่างปลอดภัยและถูกสุขอนามัยสำหรับผู้ดูแลผู้สูงอายุ ,สุขภาพและการแพทย์
สู่การเป็นนักพัฒนาเว็บ : การสร้างหน้าเว็บเบื้องต้นด้วย HTML และ CSS ,คอมพิวเตอร์และเทคโนโลยี
อาหารเพื่อสุขภาพ ,สุขภาพและการแพทย์
ภาวะผู้นำกับความรับผิดชอบต่อหน้าที่ ,การศึกษาและการฝึกอบรม
ภัยพิบัติใกล้ตัว ,วิศวกรรมและสถาปัตยกรรม
เทคนิคการนำเสนออย่างมีประสิทธิภาพ ,ทักษะชีวิตและการพัฒนาตนเอง
การถ่ายภาพด้วยเทคนิคสร้างสรรค์ ,ทักษะชีวิตและการพัฒนาตนเอง
กู้ชีพกู้ใจ...ใครๆ ก็ทำได้ ,สุขภาพและการแพทย์
การประยุกต์ใช้งานและอันตรายของแม่เหล็กไฟฟ้า ,คอมพิวเตอร์และเทคโนโลยี
ภาษาอังกฤษสำหรับสำนักงาน ,ภาษาและการสื่อสาร
สุดยอดแนวคิดธุรกิจยุคดิจิทัล ,ธุรกิจและการบริหารจัดการ
เศรษฐศาสตร์เพื่อการดำเนินชีวิตอย่างมีความสุข ,ธุรกิจและการบริหารจัดการ
ทักษะความเข้าใจ การใช้เทคโนโลยีดิจิทัล และความมั่นคงปลอดภัยทางไซเบอร์ ,คอมพิวเตอร์และเทคโนโลยี
การสร้างวีดิทัศน์สำหรับรายวิชา MOOC (VideoX-Thai),การศึกษาและการฝึกอบรม
การบอกทิศทางระหว่างเดินเรือ ,ภาษาและการสื่อสาร
ความรู้ในการสร้างพื้นที่ปลอดโรคพิษสุนัขบ้า ,สุขภาพและการแพทย์
กระบวนการวิเคราะห์ข้อมูลเบื้องต้น ,คณิตศาสตร์และวิทยาศาสตร์
การอ่านแบบ เขียนแบบทางวิศวกรรมโยธา ,วิศวกรรมและสถาปัตยกรรม
การสร้างสรรค์สื่อดิจิทัลบนเครือข่ายสังคมออนไลน์ ,คอมพิวเตอร์และเทคโนโลยี
ความรู้เรื่องการเงินสำหรับผู้ดูแลผู้สูงอายุ ,ทักษะชีวิตและการพัฒนาตนเอง
การพัฒนาระบบเตือนภัยอิเล็กทรอนิกส์ ,คอมพิวเตอร์และเทคโนโลยี
การเป็นผู้นำการเปลี่ยนแปลงที่มีประสิทธิภาพ ,ธุรกิจและการบริหารจัดการ
สถิติและการวิเคราะห์ข้อมูลเบื้องต้น ,คณิตศาสตร์และวิทยาศาสตร์
การผลิตวรรณกรรมสำหรับเด็กและเยาวชน Generation ใหม่,การศึกษาและการฝึกอบรม
พลังงานทดแทน ,เกษตรและสิ่งแวดล้อม
แคลคูลัสพื้นฐาน ,คณิตศาสตร์และวิทยาศาสตร์
การออกแบบวงจรลำดับ ,วิศวกรรมและสถาปัตยกรรม
ความรู้เบื้องต้นการวิเคราะห์ข้อมูลบนสื่อสังคมออนไลน์ ,การศึกษาและการฝึกอบรม
การผลิตสื่อออนไลน์คณิตศาสตร์สำหรับผู้บกพร่องทางการมองเห็น ,การศึกษาและการฝึกอบรม
การออกแบบ Infographic ,คอมพิวเตอร์และเทคโนโลยี
รู้รอบด้านการนำเสนอ ,การศึกษาและการฝึกอบรม
การออกแบบและผลิตสื่อมัลติมีเดียการศึกษา,การศึกษาและการฝึกอบรม
Data + AI for Communication: แนวทางการใช้ข้อมูลและเครื่องมือปัญญาประดิษฐ์สำหรับองค์กรด้านการสื่อสาร ,ธุรกิจและการบริหารจัดการ
สุขภาพจิตกับกิจกรรมการดำเนินชีวิต เพื่อการเพิ่มประสิทธิภาพการทำงานของบุคลากรภาครัฐ ,สังคม การเมืองการปกครอง
ฟิสิกส์ระดับมหาวิทยาลัย: การสั่นและคลื่นกล ,คณิตศาสตร์และวิทยาศาสตร์
ไอทีเพื่อการบริหารจัดการ ,ธุรกิจและการบริหารจัดการ
โปรแกรมคอมพิวเตอร์สำเร็จรูป ,คอมพิวเตอร์และเทคโนโลยี
